Wavelength (nm)	Spectral irradiance (W m-2 nm-1)	Cumulative photon flux (cm-2 s-1)
2942	0.02698	5.86172E+17
2943	0.02692	5.86211E+17
2944	0.02686	5.86251E+17
2945	0.026805	5.86291E+17
2946	0.02678	5.86331E+17
2947	0.02676	5.8637E+17
2948	0.02674	5.8641E+17
2949	0.02672	5.8645E+17
2950	0.0267	5.86489E+17
2951	0.02668	5.86529E+17
2952	0.02666	5.86568E+17
2953	0.02664	5.86608E+17
2954	0.02662	5.86648E+17
2955	0.0265975	5.86687E+17
2956	0.02656	5.86727E+17
2957	0.02652	5.86766E+17
2958	0.02648	5.86805E+17
2959	0.02644	5.86845E+17
2960	0.0264025	5.86884E+17
2961	0.02638	5.86923E+17
2962	0.02636	5.86963E+17
2963	0.02634	5.87002E+17
2964	0.02632	5.87041E+17
2965	0.0262975	5.8708E+17
2966	0.02626	5.8712E+17
2967	0.02622	5.87159E+17
2968	0.02618	5.87198E+17
2969	0.02614	5.87237E+17
2970	0.0261025	5.87276E+17
2971	0.02608	5.87315E+17
2972	0.02606	5.87354E+17
2973	0.02604	5.87393E+17
2974	0.02602	5.87432E+17
2975	0.0259975	5.87471E+17
2976	0.02596	5.87509E+17
2977	0.02592	5.87548E+17
2978	0.02588	5.87587E+17
2979	0.02584	5.87626E+17
2980	0.0258025	5.87664E+17
2981	0.02578	5.87703E+17
2982	0.02576	5.87742E+17
2983	0.02574	5.8778E+17
2984	0.02572	5.87819E+17
2985	0.0256975	5.87858E+17
2986	0.02566	5.87896E+17
2987	0.02562	5.87935E+17
2988	0.02558	5.87973E+17
2989	0.02554	5.88012E+17
2990	0.0255025	5.8805E+17
2991	0.02548	5.88088E+17
2992	0.02546	5.88127E+17
2993	0.02544	5.88165E+17
2994	0.02542	5.88203E+17
2995	0.0254	5.88241E+17
2996	0.02538	5.8828E+17
2997	0.02536	5.88318E+17
2998	0.02534	5.88356E+17
2999	0.02532	5.88394E+17
3000	0.0252975	5.88433E+17
3001	0.02526	5.88471E+17
3002	0.02522	5.88509E+17
3003	0.02518	5.88547E+17
3004	0.02514	5.88585E+17
3005	0.0251025	5.88623E+17
3006	0.02508	5.88661E+17
3007	0.02506	5.88699E+17
3008	0.02504	5.88736E+17
3009	0.02502	5.88774E+17
3010	0.025	5.88812E+17
3011	0.02498	5.8885E+17
3012	0.02496	5.88888E+17
3013	0.02494	5.88926E+17
3014	0.02492	5.88963E+17
3015	0.0248975	5.89001E+17
3016	0.02486	5.89039E+17
3017	0.02482	5.89077E+17
3018	0.02478	5.89114E+17
3019	0.02474	5.89152E+17
3020	0.0247	5.89189E+17
3021	0.02466	5.89227E+17
3022	0.02462	5.89264E+17
3023	0.02458	5.89302E+17
3024	0.02454	5.89339E+17
3025	0.0245025	5.89376E+17
3026	0.02448	5.89414E+17
3027	0.02446	5.89451E+17
3028	0.02444	5.89488E+17
3029	0.02442	5.89525E+17
3030	0.0243975	5.89562E+17
3031	0.02436	5.896E+17
3032	0.02432	5.89637E+17
3033	0.02428	5.89674E+17
3034	0.02424	5.89711E+17
3035	0.0241975	5.89748E+17
3036	0.02414	5.89785E+17
3037	0.02408	5.89821E+17
3038	0.02402	5.89858E+17
3039	0.02396	5.89895E+17
3040	0.02391	5.89931E+17
3041	0.02392	5.89968E+17
3042	0.02394	5.90004E+17
3043	0.02396	5.90041E+17
3044	0.02398	5.90078E+17
3045	0.0239975	5.90115E+17
3046	0.024	5.90151E+17
3047	0.024	5.90188E+17
3048	0.024	5.90225E+17
3049	0.024	5.90262E+17
3050	0.0239975	5.90299E+17
3051	0.02398	5.90335E+17
3052	0.02396	5.90372E+17
3053	0.02394	5.90409E+17
3054	0.02392	5.90446E+17
3055	0.0239	5.90483E+17
3056	0.02388	5.90519E+17
3057	0.02386	5.90556E+17
3058	0.02384	5.90593E+17
3059	0.02382	5.90629E+17
3060	0.023795	5.90666E+17
3061	0.02374	5.90702E+17
3062	0.02368	5.90739E+17
3063	0.02362	5.90775E+17
3064	0.02356	5.90812E+17
3065	0.023505	5.90848E+17
3066	0.02348	5.90884E+17
3067	0.02346	5.9092E+17
3068	0.02344	5.90956E+17
3069	0.02342	5.90993E+17
3070	0.0234025	5.91029E+17
3071	0.0234	5.91065E+17
3072	0.0234	5.91101E+17
3073	0.0234	5.91137E+17
3074	0.0234	5.91173E+17
3075	0.023395	5.9121E+17
3076	0.02336	5.91246E+17
3077	0.02332	5.91282E+17
3078	0.02328	5.91318E+17
3079	0.02324	5.91354E+17
3080	0.0232	5.9139E+17
3081	0.02316	5.91426E+17
3082	0.02312	5.91462E+17
3083	0.02308	5.91497E+17
3084	0.02304	5.91533E+17
3085	0.023	5.91569E+17
3086	0.02296	5.91605E+17
3087	0.02292	5.9164E+17
3088	0.02288	5.91676E+17
3089	0.02284	5.91711E+17
3090	0.0228	5.91747E+17
3091	0.02276	5.91782E+17
3092	0.02272	5.91817E+17
3093	0.02268	5.91853E+17
3094	0.02264	5.91888E+17
3095	0.0226	5.91923E+17
3096	0.02256	5.91958E+17
3097	0.02252	5.91993E+17
3098	0.02248	5.92028E+17
3099	0.02244	5.92063E+17
3100	0.0224025	5.92098E+17
3101	0.02238	5.92133E+17
3102	0.02236	5.92168E+17
3103	0.02234	5.92203E+17
3104	0.02232	5.92238E+17
3105	0.0222975	5.92273E+17
3106	0.02226	5.92307E+17
3107	0.02222	5.92342E+17
3108	0.02218	5.92377E+17
3109	0.02214	5.92411E+17
3110	0.0220975	5.92446E+17
3111	0.02204	5.92481E+17
3112	0.02198	5.92515E+17
3113	0.02192	5.92549E+17
3114	0.02186	5.92584E+17
3115	0.021805	5.92618E+17
3116	0.02178	5.92652E+17
3117	0.02176	5.92686E+17
3118	0.02174	5.9272E+17
3119	0.02172	5.92754E+17
3120	0.0217	5.92788E+17
3121	0.02168	5.92822E+17
3122	0.02166	5.92856E+17
3123	0.02164	5.9289E+17
3124	0.02162	5.92924E+17
3125	0.0216	5.92958E+17
3126	0.02158	5.92992E+17
3127	0.02156	5.93026E+17
3128	0.02154	5.9306E+17
3129	0.02152	5.93094E+17
3130	0.0215	5.93128E+17
3131	0.02148	5.93162E+17
3132	0.02146	5.93195E+17
3133	0.02144	5.93229E+17
3134	0.02142	5.93263E+17
3135	0.0213975	5.93297E+17
3136	0.02136	5.9333E+17
3137	0.02132	5.93364E+17
3138	0.02128	5.93398E+17
3139	0.02124	5.93431E+17
3140	0.0212025	5.93465E+17
3141	0.02118	5.93498E+17
3142	0.02116	5.93532E+17
3143	0.02114	5.93565E+17
3144	0.02112	5.93598E+17
3145	0.0210975	5.93632E+17
3146	0.02106	5.93665E+17
3147	0.02102	5.93698E+17
3148	0.02098	5.93732E+17
3149	0.02094	5.93765E+17
3150	0.0209025	5.93798E+17
3151	0.02088	5.93831E+17
3152	0.02086	5.93864E+17
3153	0.02084	5.93897E+17
3154	0.02082	5.9393E+17
3155	0.0208	5.93963E+17
3156	0.02078	5.93996E+17
3157	0.02076	5.94029E+17
3158	0.02074	5.94062E+17
3159	0.02072	5.94095E+17
3160	0.0207025	5.94128E+17
3161	0.0207	5.94161E+17
3162	0.0207	5.94194E+17
3163	0.0207	5.94227E+17
3164	0.0207	5.9426E+17
3165	0.020695	5.94293E+17
3166	0.02066	5.94326E+17
3167	0.02062	5.94358E+17
3168	0.02058	5.94391E+17
3169	0.02054	5.94424E+17
3170	0.020505	5.94457E+17
3171	0.0205	5.94489E+17
3172	0.0205	5.94522E+17
3173	0.0205	5.94555E+17
3174	0.0205	5.94588E+17
3175	0.020495	5.9462E+17
3176	0.02046	5.94653E+17
3177	0.02042	5.94686E+17
3178	0.02038	5.94718E+17
3179	0.02034	5.94751E+17
3180	0.0203025	5.94783E+17
3181	0.02028	5.94816E+17
3182	0.02026	5.94848E+17
3183	0.02024	5.94881E+17
3184	0.02022	5.94913E+17
3185	0.0202025	5.94945E+17
3186	0.0202	5.94978E+17
3187	0.0202	5.9501E+17
3188	0.0202	5.95042E+17
3189	0.0202	5.95075E+17
3190	0.0201975	5.95107E+17
3191	0.02018	5.9514E+17
3192	0.02016	5.95172E+17
3193	0.02014	5.95204E+17
3194	0.02012	5.95237E+17
3195	0.0200975	5.95269E+17
3196	0.02006	5.95301E+17
3197	0.02002	5.95334E+17
3198	0.01998	5.95366E+17
3199	0.01994	5.95398E+17
3200	0.019905	5.9543E+17
3201	0.0199	5.95462E+17
3202	0.0199	5.95494E+17
3203	0.0199	5.95526E+17
3204	0.0199	5.95558E+17
3205	0.0198975	5.9559E+17
3206	0.01988	5.95622E+17
3207	0.01986	5.95654E+17
3208	0.01984	5.95686E+17
3209	0.01982	5.95718E+17
3210	0.0197975	5.9575E+17
3211	0.01976	5.95782E+17
3212	0.01972	5.95814E+17
3213	0.01968	5.95846E+17
3214	0.01964	5.95878E+17
3215	0.0196025	5.95909E+17
3216	0.01958	5.95941E+17
3217	0.01956	5.95973E+17
3218	0.01954	5.96004E+17
3219	0.01952	5.96036E+17
3220	0.0195	5.96067E+17
3221	0.01948	5.96099E+17
3222	0.01946	5.96131E+17
3223	0.01944	5.96162E+17
3224	0.01942	5.96194E+17
3225	0.0194025	5.96225E+17
3226	0.0194	5.96257E+17
3227	0.0194	5.96288E+17
3228	0.0194	5.9632E+17
3229	0.0194	5.96351E+17
3230	0.0193975	5.96383E+17
3231	0.01938	5.96414E+17
3232	0.01936	5.96446E+17
3233	0.01934	5.96477E+17
3234	0.01932	5.96508E+17
3235	0.0193	5.9654E+17
3236	0.01928	5.96571E+17
3237	0.01926	5.96603E+17
3238	0.01924	5.96634E+17
3239	0.01922	5.96665E+17
3240	0.0192	5.96697E+17
3241	0.01918	5.96728E+17
3242	0.01916	5.96759E+17
3243	0.01914	5.9679E+17
3244	0.01912	5.96822E+17
3245	0.0191025	5.96853E+17
3246	0.0191	5.96884E+17
3247	0.0191	5.96915E+17
3248	0.0191	5.96946E+17
3249	0.0191	5.96978E+17
3250	0.019095	5.97009E+17
3251	0.01906	5.9704E+17
3252	0.01902	5.97071E+17
3253	0.01898	5.97102E+17
3254	0.01894	5.97133E+17
3255	0.0189025	5.97164E+17
3256	0.01888	5.97195E+17
3257	0.01886	5.97226E+17
3258	0.01884	5.97257E+17
3259	0.01882	5.97288E+17
3260	0.0188	5.97319E+17
3261	0.01878	5.97349E+17
3262	0.01876	5.9738E+17
3263	0.01874	5.97411E+17
3264	0.01872	5.97442E+17
3265	0.0187	5.97472E+17
3266	0.01868	5.97503E+17
3267	0.01866	5.97534E+17
3268	0.01864	5.97564E+17
3269	0.01862	5.97595E+17
3270	0.0186	5.97626E+17
3271	0.01858	5.97656E+17
3272	0.01856	5.97687E+17
3273	0.01854	5.97717E+17
3274	0.01852	5.97748E+17
3275	0.0185	5.97778E+17
3276	0.01848	5.97809E+17
3277	0.01846	5.97839E+17
3278	0.01844	5.9787E+17
3279	0.01842	5.979E+17
3280	0.0184	5.9793E+17
3281	0.01838	5.97961E+17
3282	0.01836	5.97991E+17
3283	0.01834	5.98021E+17
3284	0.01832	5.98051E+17
3285	0.0183025	5.98082E+17
3286	0.0183	5.98112E+17
3287	0.0183	5.98142E+17
3288	0.0183	5.98173E+17
3289	0.0183	5.98203E+17
3290	0.0182925	5.98233E+17
3291	0.01824	5.98263E+17
3292	0.01818	5.98293E+17
3293	0.01812	5.98323E+17
3294	0.01806	5.98353E+17
3295	0.018005	5.98383E+17
3296	0.01798	5.98413E+17
3297	0.01796	5.98443E+17
3298	0.01794	5.98473E+17
3299	0.01792	5.98502E+17
3300	0.0179025	5.98532E+17
3301	0.0179	5.98562E+17
3302	0.0179	5.98591E+17
3303	0.0179	5.98621E+17
3304	0.0179	5.98651E+17
3305	0.017895	5.98681E+17
3306	0.01786	5.9871E+17
3307	0.01782	5.9874E+17
3308	0.01778	5.9877E+17
3309	0.01774	5.98799E+17
3310	0.0177025	5.98829E+17
3311	0.01768	5.98858E+17
3312	0.01766	5.98888E+17
3313	0.01764	5.98917E+17
3314	0.01762	5.98946E+17
3315	0.017595	5.98976E+17
3316	0.01754	5.99005E+17
3317	0.01748	5.99034E+17
3318	0.01742	5.99063E+17
3319	0.01736	5.99092E+17
3320	0.0173075	5.99121E+17
3321	0.0173	5.9915E+17
3322	0.0173	5.99179E+17
3323	0.0173	5.99208E+17
3324	0.0173	5.99237E+17
3325	0.017295	5.99266E+17
3326	0.01726	5.99295E+17
3327	0.01722	5.99323E+17
3328	0.01718	5.99352E+17
3329	0.01714	5.99381E+17
3330	0.0171025	5.9941E+17
3331	0.01708	5.99438E+17
3332	0.01706	5.99467E+17
3333	0.01704	5.99495E+17
3334	0.01702	5.99524E+17
3335	0.017	5.99552E+17
3336	0.01698	5.99581E+17
3337	0.01696	5.99609E+17
3338	0.01694	5.99638E+17
3339	0.01692	5.99666E+17
3340	0.0169	5.99695E+17
3341	0.01688	5.99723E+17
3342	0.01686	5.99751E+17
3343	0.01684	5.9978E+17
3344	0.01682	5.99808E+17
3345	0.0167975	5.99836E+17
3346	0.01676	5.99864E+17
3347	0.01672	5.99893E+17
3348	0.01668	5.99921E+17
3349	0.01664	5.99949E+17
3350	0.0166025	5.99977E+17
3351	0.01658	6.00005E+17
3352	0.01656	6.00033E+17
3353	0.01654	6.00061E+17
3354	0.01652	6.00088E+17
3355	0.0165	6.00116E+17
3356	0.01648	6.00144E+17
3357	0.01646	6.00172E+17
3358	0.01644	6.002E+17
3359	0.01642	6.00227E+17
3360	0.0164	6.00255E+17
3361	0.01638	6.00283E+17
3362	0.01636	6.0031E+17
3363	0.01634	6.00338E+17
3364	0.01632	6.00366E+17
3365	0.0163	6.00393E+17
3366	0.01628	6.00421E+17
3367	0.01626	6.00448E+17
3368	0.01624	6.00476E+17
3369	0.01622	6.00503E+17
3370	0.0162	6.00531E+17
3371	0.01618	6.00558E+17
3372	0.01616	6.00586E+17
3373	0.01614	6.00613E+17
3374	0.01612	6.00641E+17
3375	0.0161	6.00668E+17
3376	0.01608	6.00695E+17
3377	0.01606	6.00722E+17
3378	0.01604	6.0075E+17
3379	0.01602	6.00777E+17
3380	0.0160025	6.00804E+17
3381	0.016	6.00831E+17
3382	0.016	6.00859E+17
3383	0.016	6.00886E+17
3384	0.016	6.00913E+17
3385	0.0159975	6.0094E+17
3386	0.01598	6.00968E+17
3387	0.01596	6.00995E+17
3388	0.01594	6.01022E+17
3389	0.01592	6.01049E+17
3390	0.0159	6.01076E+17
3391	0.01588	6.01103E+17
3392	0.01586	6.0113E+17
3393	0.01584	6.01157E+17
3394	0.01582	6.01184E+17
3395	0.0157975	6.01211E+17
3396	0.01576	6.01238E+17
3397	0.01572	6.01265E+17
3398	0.01568	6.01292E+17
3399	0.01564	6.01319E+17
3400	0.0156075	6.01345E+17
3401	0.01562	6.01372E+17
3402	0.01564	6.01399E+17
3403	0.01566	6.01426E+17
3404	0.01568	6.01453E+17
3405	0.0156925	6.01479E+17
3406	0.01566	6.01506E+17
3407	0.01562	6.01533E+17
3408	0.01558	6.0156E+17
3409	0.01554	6.01586E+17
3410	0.015505	6.01613E+17
3411	0.0155	6.0164E+17
3412	0.0155	6.01666E+17
3413	0.0155	6.01693E+17
3414	0.0155	6.01719E+17
3415	0.0154975	6.01746E+17
3416	0.01548	6.01773E+17
3417	0.01546	6.01799E+17
3418	0.01544	6.01826E+17
3419	0.01542	6.01852E+17
3420	0.0154	6.01879E+17
3421	0.01538	6.01905E+17
3422	0.01536	6.01932E+17
3423	0.01534	6.01958E+17
3424	0.01532	6.01985E+17
3425	0.0153	6.02011E+17
3426	0.01528	6.02037E+17
3427	0.01526	6.02064E+17
3428	0.01524	6.0209E+17
3429	0.01522	6.02116E+17
3430	0.0152025	6.02142E+17
3431	0.0152	6.02169E+17
3432	0.0152	6.02195E+17
3433	0.0152	6.02221E+17
3434	0.0152	6.02247E+17
3435	0.0151975	6.02274E+17
3436	0.01518	6.023E+17
3437	0.01516	6.02326E+17
3438	0.01514	6.02352E+17
3439	0.01512	6.02378E+17
3440	0.0151	6.02405E+17
3441	0.01508	6.02431E+17
3442	0.01506	6.02457E+17
3443	0.01504	6.02483E+17
3444	0.01502	6.02509E+17
3445	0.015	6.02535E+17
3446	0.01498	6.02561E+17
3447	0.01496	6.02587E+17
3448	0.01494	6.02613E+17
3449	0.01492	6.02639E+17
3450	0.0149025	6.02664E+17
3451	0.0149	6.0269E+17
3452	0.0149	6.02716E+17
3453	0.0149	6.02742E+17
3454	0.0149	6.02768E+17
3455	0.0148975	6.02794E+17
3456	0.01488	6.0282E+17
3457	0.01486	6.02846E+17
3458	0.01484	6.02871E+17
3459	0.01482	6.02897E+17
3460	0.0148025	6.02923E+17
3461	0.0148	6.02949E+17
3462	0.0148	6.02974E+17
3463	0.0148	6.03E+17
3464	0.0148	6.03026E+17
3465	0.0147975	6.03052E+17
3466	0.01478	6.03078E+17
3467	0.01476	6.03103E+17
3468	0.01474	6.03129E+17
3469	0.01472	6.03155E+17
3470	0.0147	6.0318E+17
3471	0.01468	6.03206E+17
3472	0.01466	6.03232E+17
3473	0.01464	6.03257E+17
3474	0.01462	6.03283E+17
3475	0.0146	6.03308E+17
3476	0.01458	6.03334E+17
3477	0.01456	6.03359E+17
3478	0.01454	6.03385E+17
3479	0.01452	6.0341E+17
3480	0.0145025	6.03436E+17
3481	0.0145	6.03461E+17
3482	0.0145	6.03486E+17
3483	0.0145	6.03512E+17
3484	0.0145	6.03537E+17
3485	0.0144975	6.03563E+17
3486	0.01448	6.03588E+17
3487	0.01446	6.03613E+17
3488	0.01444	6.03639E+17
3489	0.01442	6.03664E+17
3490	0.0144	6.03689E+17
3491	0.01438	6.03715E+17
3492	0.01436	6.0374E+17
3493	0.01434	6.03765E+17
3494	0.01432	6.0379E+17
3495	0.0143	6.03815E+17
3496	0.01428	6.0384E+17
3497	0.01426	6.03865E+17
3498	0.01424	6.03891E+17
3499	0.01422	6.03916E+17
3500	0.0142025	6.03941E+17
3501	0.0142	6.03966E+17
3502	0.0142	6.03991E+17
3503	0.0142	6.04016E+17
3504	0.0142	6.04041E+17
3505	0.0141975	6.04066E+17
3506	0.01418	6.04091E+17
3507	0.01416	6.04116E+17
3508	0.01414	6.04141E+17
3509	0.01412	6.04166E+17
3510	0.0141	6.0419E+17
3511	0.01408	6.04215E+17
3512	0.01406	6.0424E+17
3513	0.01404	6.04265E+17
3514	0.01402	6.0429E+17
3515	0.014	6.04315E+17
3516	0.01398	6.04339E+17
3517	0.01396	6.04364E+17
3518	0.01394	6.04389E+17
3519	0.01392	6.04413E+17
3520	0.0139025	6.04438E+17
3521	0.0139	6.04463E+17
3522	0.0139	6.04487E+17
3523	0.0139	6.04512E+17
3524	0.0139	6.04536E+17
3525	0.0138975	6.04561E+17
3526	0.01388	6.04586E+17
3527	0.01386	6.0461E+17
3528	0.01384	6.04635E+17
3529	0.01382	6.04659E+17
3530	0.0138025	6.04684E+17
3531	0.0138	6.04708E+17
3532	0.0138	6.04733E+17
3533	0.0138	6.04757E+17
3534	0.0138	6.04782E+17
3535	0.0137975	6.04807E+17
3536	0.01378	6.04831E+17
3537	0.01376	6.04856E+17
3538	0.01374	6.0488E+17
3539	0.01372	6.04904E+17
3540	0.0137025	6.04929E+17
3541	0.0137	6.04953E+17
3542	0.0137	6.04978E+17
3543	0.0137	6.05002E+17
3544	0.0137	6.05027E+17
3545	0.0136975	6.05051E+17
3546	0.01368	6.05075E+17
3547	0.01366	6.051E+17
3548	0.01364	6.05124E+17
3549	0.01362	6.05148E+17
3550	0.0136	6.05173E+17
3551	0.01358	6.05197E+17
3552	0.01356	6.05221E+17
3553	0.01354	6.05245E+17
3554	0.01352	6.0527E+17
3555	0.0135	6.05294E+17
3556	0.01348	6.05318E+17
3557	0.01346	6.05342E+17
3558	0.01344	6.05366E+17
3559	0.01342	6.0539E+17
3560	0.0134025	6.05414E+17
3561	0.0134	6.05438E+17
3562	0.0134	6.05462E+17
3563	0.0134	6.05486E+17
3564	0.0134	6.0551E+17
3565	0.0133975	6.05534E+17
3566	0.01338	6.05558E+17
3567	0.01336	6.05582E+17
3568	0.01334	6.05606E+17
3569	0.01332	6.0563E+17
3570	0.0133	6.05654E+17
3571	0.01328	6.05678E+17
3572	0.01326	6.05701E+17
3573	0.01324	6.05725E+17
3574	0.01322	6.05749E+17
3575	0.0132	6.05773E+17
3576	0.01318	6.05797E+17
3577	0.01316	6.0582E+17
3578	0.01314	6.05844E+17
3579	0.01312	6.05867E+17
3580	0.0131025	6.05891E+17
3581	0.0131	6.05915E+17
3582	0.0131	6.05938E+17
3583	0.0131	6.05962E+17
3584	0.0131	6.05986E+17
3585	0.0130975	6.06009E+17
3586	0.01308	6.06033E+17
3587	0.01306	6.06056E+17
3588	0.01304	6.0608E+17
3589	0.01302	6.06103E+17
3590	0.013	6.06127E+17
3591	0.01298	6.0615E+17
3592	0.01296	6.06174E+17
3593	0.01294	6.06197E+17
3594	0.01292	6.0622E+17
3595	0.0129025	6.06244E+17
3596	0.0129	6.06267E+17
3597	0.0129	6.0629E+17
3598	0.0129	6.06314E+17
3599	0.0129	6.06337E+17
3600	0.0128975	6.06361E+17
3601	0.01288	6.06384E+17
3602	0.01286	6.06407E+17
3603	0.01284	6.0643E+17
3604	0.01282	6.06454E+17
3605	0.0128	6.06477E+17
3606	0.01278	6.065E+17
3607	0.01276	6.06523E+17
3608	0.01274	6.06546E+17
3609	0.01272	6.06569E+17
3610	0.0127025	6.06593E+17
3611	0.0127	6.06616E+17
3612	0.0127	6.06639E+17
3613	0.0127	6.06662E+17
3614	0.0127	6.06685E+17
3615	0.0126975	6.06708E+17
3616	0.01268	6.06731E+17
3617	0.01266	6.06754E+17
3618	0.01264	6.06777E+17
3619	0.01262	6.068E+17
3620	0.0126025	6.06823E+17
3621	0.0126	6.06846E+17
3622	0.0126	6.06869E+17
3623	0.0126	6.06892E+17
3624	0.0126	6.06915E+17
3625	0.0125975	6.06938E+17
3626	0.01258	6.06961E+17
3627	0.01256	6.06984E+17
3628	0.01254	6.07007E+17
3629	0.01252	6.07029E+17
3630	0.0125025	6.07052E+17
3631	0.0125	6.07075E+17
3632	0.0125	6.07098E+17
3633	0.0125	6.07121E+17
3634	0.0125	6.07144E+17
3635	0.0124975	6.07167E+17
3636	0.01248	6.07189E+17
3637	0.01246	6.07212E+17
3638	0.01244	6.07235E+17
3639	0.01242	6.07258E+17
3640	0.0124025	6.0728E+17
3641	0.0124	6.07303E+17
3642	0.0124	6.07326E+17
3643	0.0124	6.07349E+17
3644	0.0124	6.07371E+17
3645	0.0123975	6.07394E+17
3646	0.01238	6.07417E+17
3647	0.01236	6.07439E+17
3648	0.01234	6.07462E+17
3649	0.01232	6.07485E+17
3650	0.0123	6.07507E+17
3651	0.01228	6.0753E+17
3652	0.01226	6.07552E+17
3653	0.01224	6.07575E+17
3654	0.01222	6.07597E+17
3655	0.0122025	6.0762E+17
3656	0.0122	6.07642E+17
3657	0.0122	6.07665E+17
3658	0.0122	6.07687E+17
3659	0.0122	6.0771E+17
3660	0.0122	6.07732E+17
3661	0.0122	6.07754E+17
3662	0.0122	6.07777E+17
3663	0.0122	6.07799E+17
3664	0.0122	6.07822E+17
3665	0.012195	6.07844E+17
3666	0.01216	6.07867E+17
3667	0.01212	6.07889E+17
3668	0.01208	6.07911E+17
3669	0.01204	6.07934E+17
3670	0.012005	6.07956E+17
3671	0.012	6.07978E+17
3672	0.012	6.08E+17
3673	0.012	6.08022E+17
3674	0.012	6.08045E+17
3675	0.0119975	6.08067E+17
3676	0.01198	6.08089E+17
3677	0.01196	6.08111E+17
3678	0.01194	6.08133E+17
3679	0.01192	6.08155E+17
3680	0.0119	6.08177E+17
3681	0.01188	6.08199E+17
3682	0.01186	6.08221E+17
3683	0.01184	6.08243E+17
3684	0.01182	6.08265E+17
3685	0.0118025	6.08287E+17
3686	0.0118	6.08309E+17
3687	0.0118	6.08331E+17
3688	0.0118	6.08353E+17
3689	0.0118	6.08374E+17
3690	0.0117975	6.08396E+17
3691	0.01178	6.08418E+17
3692	0.01176	6.0844E+17
3693	0.01174	6.08462E+17
3694	0.01172	6.08484E+17
3695	0.0117	6.08505E+17
3696	0.01168	6.08527E+17
3697	0.01166	6.08549E+17
3698	0.01164	6.0857E+17
3699	0.01162	6.08592E+17
3700	0.0116025	6.08614E+17
3701	0.0116	6.08635E+17
3702	0.0116	6.08657E+17
3703	0.0116	6.08679E+17
3704	0.0116	6.087E+17
3705	0.0115975	6.08722E+17
3706	0.01158	6.08743E+17
3707	0.01156	6.08765E+17
3708	0.01154	6.08786E+17
3709	0.01152	6.08808E+17
3710	0.0115025	6.08829E+17
3711	0.0115	6.08851E+17
3712	0.0115	6.08872E+17
3713	0.0115	6.08894E+17
3714	0.0115	6.08915E+17
3715	0.0114975	6.08937E+17
3716	0.01148	6.08958E+17
3717	0.01146	6.0898E+17
3718	0.01144	6.09001E+17
3719	0.01142	6.09022E+17
3720	0.0114025	6.09044E+17
3721	0.0114	6.09065E+17
3722	0.0114	6.09086E+17
3723	0.0114	6.09108E+17
3724	0.0114	6.09129E+17
3725	0.0113975	6.09151E+17
3726	0.01138	6.09172E+17
3727	0.01136	6.09193E+17
3728	0.01134	6.09214E+17
3729	0.01132	6.09236E+17
3730	0.0113025	6.09257E+17
3731	0.0113	6.09278E+17
3732	0.0113	6.09299E+17
3733	0.0113	6.09321E+17
3734	0.0113	6.09342E+17
3735	0.011295	6.09363E+17
3736	0.01126	6.09384E+17
3737	0.01122	6.09405E+17
3738	0.01118	6.09426E+17
3739	0.01114	6.09447E+17
3740	0.011105	6.09468E+17
3741	0.0111	6.09489E+17
3742	0.0111	6.0951E+17
3743	0.0111	6.09531E+17
3744	0.0111	6.09552E+17
3745	0.0110975	6.09573E+17
3746	0.01108	6.09594E+17
3747	0.01106	6.09614E+17
3748	0.01104	6.09635E+17
3749	0.01102	6.09656E+17
3750	0.0110025	6.09677E+17
3751	0.011	6.09697E+17
3752	0.011	6.09718E+17
3753	0.011	6.09739E+17
3754	0.011	6.0976E+17
3755	0.0109975	6.09781E+17
3756	0.01098	6.09801E+17
3757	0.01096	6.09822E+17
3758	0.01094	6.09843E+17
3759	0.01092	6.09863E+17
3760	0.0109025	6.09884E+17
3761	0.0109	6.09905E+17
3762	0.0109	6.09925E+17
3763	0.0109	6.09946E+17
3764	0.0109	6.09967E+17
3765	0.0109	6.09987E+17
3766	0.0109	6.10008E+17
3767	0.0109	6.10028E+17
3768	0.0109	6.10049E+17
3769	0.0109	6.1007E+17
3770	0.0108975	6.1009E+17
3771	0.01088	6.10111E+17
3772	0.01086	6.10132E+17
3773	0.01084	6.10152E+17
3774	0.01082	6.10173E+17
3775	0.0108	6.10193E+17
3776	0.01078	6.10214E+17
3777	0.01076	6.10234E+17
3778	0.01074	6.10255E+17
3779	0.01072	6.10275E+17
3780	0.0107025	6.10295E+17
3781	0.0107	6.10316E+17
3782	0.0107	6.10336E+17
3783	0.0107	6.10357E+17
3784	0.0107	6.10377E+17
3785	0.0106975	6.10397E+17
3786	0.01068	6.10418E+17
3787	0.01066	6.10438E+17
3788	0.01064	6.10458E+17
3789	0.01062	6.10478E+17
3790	0.0106025	6.10499E+17
3791	0.0106	6.10519E+17
3792	0.0106	6.10539E+17
3793	0.0106	6.10559E+17
3794	0.0106	6.1058E+17
3795	0.0105975	6.106E+17
3796	0.01058	6.1062E+17
3797	0.01056	6.1064E+17
3798	0.01054	6.1066E+17
3799	0.01052	6.1068E+17
3800	0.0105025	6.107E+17
3801	0.0105	6.10721E+17
3802	0.0105	6.10741E+17
3803	0.0105	6.10761E+17
3804	0.0105	6.10781E+17
3805	0.0104975	6.10801E+17
3806	0.01048	6.10821E+17
3807	0.01046	6.10841E+17
3808	0.01044	6.10861E+17
